,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,st_rad,st_mass,st_met,sy_dist,decade_of_discovery,pl_type,st_compactness
1350,K2-347 b,K2-347,1,1,Transit,2016,7.187257,2.41,0.63,0.66,-0.26,320.336,2010s,Sub-Neptune,1.0476190476190477
1351,K2-348 b,K2-348,1,2,Transit,2018,4.688418,3.26,0.85,0.83,0.13,201.856,2010s,Sub-Neptune,0.9764705882352941
1352,K2-348 c,K2-348,1,2,Transit,2018,12.550171,2.67,0.85,0.83,0.13,201.856,2010s,Sub-Neptune,0.9764705882352941
1353,K2-349 b,K2-349,1,1,Transit,2016,9.032178,1.38,0.49,0.54,-0.66,453.567,2010s,Super-Earth,1.1020408163265307
1354,K2-35 b,K2-35,1,2,Transit,2016,2.399964,1.32,0.62,0.7,0.04,252.596,2010s,Super-Earth,1.129032258064516
1355,K2-35 c,K2-35,1,2,Transit,2016,5.608352,1.93,0.62,0.7,0.04,252.596,2010s,Sub-Neptune,1.129032258064516
1356,K2-350 b,K2-350,1,2,Transit,2021,4.163873,1.54,1.04,0.98,-0.02,489.368,2020s,Super-Earth,0.9423076923076923
1357,K2-350 c,K2-350,1,2,Transit,2016,19.991944,2.74,1.04,0.98,-0.02,489.368,2010s,Sub-Neptune,0.9423076923076923
1358,K2-351 b,K2-351,1,1,Transit,2016,7.806164,2.54,1.05,1.02,0.08,694.734,2010s,Sub-Neptune,0.9714285714285714
1359,K2-352 b,K2-352,1,3,Transit,2021,3.665912,1.37,0.95,0.98,-0.05,176.051,2020s,Super-Earth,1.0315789473684212
1360,K2-352 c,K2-352,1,3,Transit,2018,8.234885,1.92,0.95,0.98,-0.05,176.051,2010s,Sub-Neptune,1.0315789473684212
1361,K2-352 d,K2-352,1,3,Transit,2018,14.871387,2.23,0.95,0.98,-0.05,176.051,2010s,Sub-Neptune,1.0315789473684212
1362,K2-353 b,K2-353,1,1,Transit,2021,15.466805,5.55,0.99,0.87,-0.21,268.515,2020s,Sub-Jovian,0.8787878787878788
1363,K2-354 b,K2-354,1,1,Transit,2016,3.793306,1.56,0.41,0.43,-0.04,91.722,2010s,Super-Earth,1.048780487804878
1364,K2-355 b,K2-355,1,1,Transit,2021,5.7385647,2.25,0.92,0.96,-0.12,500.497,2020s,Sub-Neptune,1.0434782608695652
1365,K2-356 b,K2-356,1,1,Transit,2021,21.0267366,2.29,0.86,0.9,-0.11,355.54,2020s,Sub-Neptune,1.0465116279069768
1366,K2-357 b,K2-357,1,1,Transit,2021,16.3488637,3.72,1.0,0.98,-0.02,517.687,2020s,Sub-Jovian,0.98
1367,K2-358 b,K2-358,1,1,Transit,2021,11.2510285,2.68,0.91,0.93,-0.07,480.307,2020s,Sub-Neptune,1.021978021978022
1368,K2-36 b,K2-36,1,2,Transit,2016,1.422614,1.43,0.72,0.79,-0.09,109.749,2010s,Super-Earth,1.0972222222222223
1369,K2-36 c,K2-36,1,2,Transit,2016,5.340888,3.2,0.72,0.79,-0.09,109.749,2010s,Sub-Neptune,1.0972222222222223
1370,K2-365 b,K2-365,1,1,Transit,2022,23.448172,2.906,1.05,0.82,-0.021,187.222,2020s,Sub-Neptune,0.7809523809523808
1371,K2-366 b,K2-366,1,1,Transit,2022,15.937039,2.359,0.94,0.83,-0.216,185.947,2020s,Sub-Neptune,0.8829787234042553
1372,K2-367 b,K2-367,1,1,Transit,2022,20.645099,2.413,0.62,0.76,-0.351,176.965,2020s,Sub-Neptune,1.2258064516129032
1373,K2-368 b,K2-368,1,3,Transit,2022,5.025598,1.332,0.66,0.75,-0.25,206.608,2020s,Super-Earth,1.1363636363636362
1374,K2-368 c,K2-368,1,3,Transit,2022,9.660186,1.361,0.66,0.75,-0.25,206.608,2020s,Super-Earth,1.1363636363636362
1375,K2-368 d,K2-368,1,3,Transit,2022,20.201085,1.948,0.66,0.75,-0.25,206.608,2020s,Sub-Neptune,1.1363636363636362
1376,K2-369 b,K2-369,1,1,Transit,2022,5.761612,1.313,0.88,0.73,-0.234,185.55,2020s,Super-Earth,0.8295454545454545
1377,K2-37 b,K2-37,1,3,Transit,2016,4.44117,1.61,0.85,0.9,-0.03,179.943,2010s,Super-Earth,1.0588235294117647
1378,K2-37 c,K2-37,1,3,Transit,2016,6.42904,2.75,0.85,0.9,-0.03,179.943,2010s,Sub-Neptune,1.0588235294117647
1379,K2-37 d,K2-37,1,3,Transit,2016,14.09189,2.73,0.85,0.9,-0.03,179.943,2010s,Sub-Neptune,1.0588235294117647
1380,K2-370 b,K2-370,1,1,Transit,2022,2.14084,3.207,0.97,0.98,0.018,144.202,2020s,Sub-Neptune,1.0103092783505154
1381,K2-371 b,K2-371,1,1,Transit,2022,3.114905,13.024,0.74,0.96,-0.107,442.813,2020s,Jovian,1.2972972972972974
1382,K2-372 b,K2-372,1,1,Transit,2022,9.844077,2.945,0.92,0.85,-0.064,463.88,2020s,Sub-Neptune,0.9239130434782608
1383,K2-373 b,K2-373,1,1,Transit,2022,11.02066,2.061,1.49,1.16,0.049,229.567,2020s,Sub-Neptune,0.7785234899328859
1384,K2-374 b,K2-374,1,2,Transit,2022,4.521953,1.593,0.91,0.73,-0.292,359.439,2020s,Super-Earth,0.8021978021978021
1385,K2-374 c,K2-374,1,2,Transit,2022,16.43445,2.213,0.91,0.73,-0.292,359.439,2020s,Sub-Neptune,0.8021978021978021
1386,K2-375 b,K2-375,1,1,Transit,2022,14.453895,2.243,1.54,1.12,-0.091,696.1,2020s,Sub-Neptune,0.7272727272727273
1387,K2-376 b,K2-376,1,1,Transit,2022,5.776475,1.736,1.15,0.91,-0.176,161.61,2020s,Super-Earth,0.791304347826087
1388,K2-377 b,K2-377,1,1,Transit,2022,12.832235,1.693,0.69,0.82,-0.008,195.149,2020s,Super-Earth,1.1884057971014492
1389,K2-378 b,K2-378,1,1,Transit,2022,2.060438,2.88,0.73,0.92,-0.206,687.973,2020s,Sub-Neptune,1.2602739726027399
1390,K2-379 b,K2-379,1,1,Transit,2022,8.777247,2.181,0.75,0.86,-0.045,182.207,2020s,Sub-Neptune,1.1466666666666667
1391,K2-38 b,K2-38,1,2,Transit,2016,4.01593,1.906,1.38,2.24,0.28,192.69,2010s,Sub-Neptune,1.6231884057971018
1392,K2-38 c,K2-38,1,2,Transit,2016,10.56103,2.42,1.1,1.07,0.28,192.69,2010s,Sub-Neptune,0.9727272727272727
1393,K2-380 b,K2-380,1,1,Transit,2022,9.401312,2.729,1.32,0.99,-0.049,249.303,2020s,Sub-Neptune,0.75
1394,K2-381 b,K2-381,1,3,Transit,2022,7.9389334,1.075,0.68,0.75,-0.244,145.701,2020s,Super-Earth,1.102941176470588
1395,K2-381 c,K2-381,1,3,Transit,2022,16.034656,2.0,0.68,0.75,-0.244,145.701,2020s,Sub-Neptune,1.102941176470588
1396,K2-381 d,K2-381,1,3,Transit,2022,26.803023,1.689,0.68,0.75,-0.244,145.701,2020s,Super-Earth,1.102941176470588
1397,K2-382 b,K2-382,1,1,Transit,2022,21.700156,2.072,0.81,0.92,-0.027,278.412,2020s,Sub-Neptune,1.1358024691358024
1398,K2-383 b,K2-383,1,1,Transit,2022,1.865962,1.564,0.8,1.06,0.187,203.788,2020s,Super-Earth,1.325
1399,K2-384 b,K2-384,1,5,Transit,2022,2.231527,1.076,0.35,0.33,0.068,82.6603,2020s,Super-Earth,0.942857142857143
1400,K2-384 c,K2-384,1,5,Transit,2022,4.194766,1.191,0.35,0.33,0.068,82.6603,2020s,Super-Earth,0.942857142857143
1401,K2-384 d,K2-384,1,5,Transit,2022,6.679582,1.392,0.35,0.33,0.068,82.6603,2020s,Super-Earth,0.942857142857143
1402,K2-384 e,K2-384,1,5,Transit,2022,9.715043,1.345,0.35,0.33,0.068,82.6603,2020s,Super-Earth,0.942857142857143
1403,K2-384 f,K2-384,1,5,Transit,2022,13.62749,2.222,0.35,0.33,0.068,82.6603,2020s,Sub-Neptune,0.942857142857143
1404,K2-385 b,K2-385,1,1,Transit,2022,2.380867,1.539,0.76,0.93,-0.224,420.819,2020s,Super-Earth,1.223684210526316
1405,K2-386 b,K2-386,1,1,Transit,2022,7.473223,2.32,0.97,0.91,0.074,428.785,2020s,Sub-Neptune,0.9381443298969073
1406,K2-387 b,K2-387,1,1,Transit,2022,28.735327,7.322,0.59,0.57,0.126,266.318,2020s,Jovian,0.9661016949152542
1407,K2-388 b,K2-388,1,1,Transit,2022,6.339069,3.66,0.9,0.84,0.124,290.495,2020s,Sub-Jovian,0.9333333333333332
1408,K2-389 b,K2-389,1,2,Transit,2022,8.584043,2.184,1.08,0.8,-0.034,259.208,2020s,Sub-Neptune,0.7407407407407407
1409,K2-389 c,K2-389,1,2,Transit,2022,20.851337,2.04,1.08,0.8,-0.034,259.208,2020s,Sub-Neptune,0.7407407407407407
1410,K2-39 b,K2-39,1,1,Transit,2016,4.60543,6.277,2.97,0.66,0.32,307.47,2010s,Jovian,0.2222222222222222
1411,K2-390 b,K2-390,1,1,Transit,2022,3.312792,4.662,0.97,0.79,-0.116,456.122,2020s,Sub-Jovian,0.8144329896907218
1412,K2-391 b,K2-391,1,1,Transit,2022,4.622654,1.371,0.57,0.76,-0.543,507.94,2020s,Super-Earth,1.3333333333333335
1413,K2-392 b,K2-392,1,1,Transit,2022,15.398723,1.85,1.06,0.84,-0.238,406.985,2020s,Sub-Neptune,0.7924528301886792
1414,K2-393 b,K2-393,1,1,Transit,2022,10.413181,2.352,1.07,0.88,0.076,265.914,2020s,Sub-Neptune,0.822429906542056
1415,K2-394 b,K2-394,1,1,Transit,2022,5.095717,1.692,0.63,0.48,-0.388,98.0152,2020s,Super-Earth,0.7619047619047619
1416,K2-395 b,K2-395,1,2,Transit,2022,4.803352,2.597,0.78,0.95,-0.033,286.727,2020s,Sub-Neptune,1.2179487179487178
1417,K2-395 c,K2-395,1,2,Transit,2022,8.491282,3.395,0.78,0.95,-0.033,286.727,2020s,Sub-Neptune,1.2179487179487178
1418,K2-396 b,K2-396,1,2,Transit,2022,0.673862,1.579,0.92,0.95,0.237,274.864,2020s,Super-Earth,1.0326086956521738
1419,K2-396 c,K2-396,1,2,Transit,2022,25.76051,3.124,0.92,0.95,0.237,274.864,2020s,Sub-Neptune,1.0326086956521738
1420,K2-397 b,K2-397,1,1,Transit,2022,3.572326,2.417,0.97,0.94,0.11,199.354,2020s,Sub-Neptune,0.9690721649484536
1421,K2-398 b,K2-398,1,2,Transit,2022,6.393025,2.274,1.24,0.95,-0.257,606.992,2020s,Sub-Neptune,0.7661290322580645
1422,K2-398 c,K2-398,1,2,Transit,2022,18.787839,5.098,1.24,0.95,-0.257,606.992,2020s,Sub-Jovian,0.7661290322580645
1423,K2-399 b,K2-399,1,1,Transit,2022,0.759978,6.049,1.54,0.78,0.252,515.491,2020s,Jovian,0.5064935064935066
1424,K2-4 b,K2-4,1,1,Transit,2015,10.003417,2.1,0.57,0.64,-0.12,231.828,2010s,Sub-Neptune,1.1228070175438598
1425,K2-400 b,K2-400,1,1,Transit,2022,3.865053,1.163,0.38,0.37,-0.051,62.3804,2020s,Super-Earth,0.9736842105263158
1426,K2-401 b,K2-401,1,1,Transit,2022,6.293099,2.262,0.68,0.87,-0.098,200.727,2020s,Sub-Neptune,1.2794117647058822
1427,K2-402 b,K2-402,1,1,Transit,2022,17.27474,2.678,1.28,0.94,-0.378,523.055,2020s,Sub-Neptune,0.7343749999999999
1428,K2-403 b,K2-403,1,1,Transit,2022,33.589979,5.333,0.89,0.78,-0.162,246.599,2020s,Sub-Jovian,0.8764044943820225
1429,K2-404 b,K2-404,1,1,Transit,2022,13.115365,2.53,0.55,0.55,0.005,121.63,2020s,Sub-Neptune,1.0
1430,K2-405 b,K2-405,1,1,Transit,2022,3.435471,4.569,0.77,1.03,0.132,197.234,2020s,Sub-Jovian,1.3376623376623378
1431,K2-406 b,K2-406,1,1,Transit,2022,22.549406,4.602,0.96,0.8,-0.038,85.3751,2020s,Sub-Jovian,0.8333333333333334
1432,K2-407 b,K2-407,1,2,Transit,2022,4.941907,1.283,0.93,0.88,0.014,218.376,2020s,Super-Earth,0.9462365591397849
1433,K2-407 c,K2-407,1,2,Transit,2022,9.22453,1.36,0.93,0.88,0.014,218.376,2020s,Super-Earth,0.9462365591397849
1434,K2-408 b,K2-408,1,1,Transit,2022,20.978959,1.677,0.78,0.81,-0.171,162.306,2020s,Super-Earth,1.0384615384615385
1435,K2-409 b,K2-409,1,1,Transit,2022,1.908084,2.482,1.23,0.89,-0.036,431.031,2020s,Sub-Neptune,0.7235772357723578
1436,K2-44 b,K2-44,1,1,Transit,2016,5.657,2.433,1.58,1.15,0.0,476.703,2010s,Sub-Neptune,0.7278481012658227
1437,K2-46 b,K2-46,1,1,Transit,2016,19.1541,2.05,1.29,0.96,-0.32,449.237,2010s,Sub-Neptune,0.7441860465116279
1438,K2-47 b,K2-47,1,1,Transit,2016,31.6372,1.89,0.76,0.75,-0.224,349.881,2010s,Sub-Neptune,0.9868421052631579
1439,K2-48 b,K2-48,1,1,Transit,2016,20.5065,2.24,0.73,0.77,-0.19,313.764,2010s,Sub-Neptune,1.0547945205479452
1440,K2-5 b,K2-5,1,2,Transit,2015,5.73594,1.91,0.57,0.61,-0.33,202.943,2010s,Sub-Neptune,1.0701754385964912
1441,K2-5 c,K2-5,1,2,Transit,2015,10.93241,2.26,0.57,0.61,-0.33,202.943,2010s,Sub-Neptune,1.0701754385964912
1442,K2-50 b,K2-50,1,2,Transit,2016,8.7529,1.59,0.55,0.61,-0.113,257.443,2010s,Super-Earth,1.109090909090909
1443,K2-52 b,K2-52,1,1,Transit,2016,3.535055,18.0,2.19,1.69,0.055,1038.41,2010s,Jovian,0.771689497716895
1444,K2-53 b,K2-53,1,1,Transit,2016,12.20772,2.6,0.81,0.85,-0.037,138.018,2010s,Sub-Neptune,1.0493827160493827
1445,K2-58 b,K2-58,1,3,Transit,2016,7.05254,2.68,0.86,0.89,0.11,181.746,2010s,Sub-Neptune,1.0348837209302326
1446,K2-58 c,K2-58,1,3,Transit,2016,2.53726,1.62,0.86,0.89,0.11,181.746,2010s,Super-Earth,1.0348837209302326
1447,K2-58 d,K2-58,1,3,Transit,2016,22.8827,1.71,0.86,0.89,0.11,181.746,2010s,Super-Earth,1.0348837209302326
1448,K2-6 b,K2-6,1,1,Transit,2015,30.94191,2.5,0.96,0.97,-0.14,316.819,2010s,Sub-Neptune,1.0104166666666667
1449,K2-60 b,K2-60,1,1,Transit,2016,3.00265,7.656,1.12,0.97,0.01,491.87,2010s,Jovian,0.8660714285714285
1450,K2-61 b,K2-61,1,1,Transit,2016,2.57302,2.48,1.36,1.21,0.17,405.732,2010s,Sub-Neptune,0.8897058823529411
1451,K2-62 b,K2-62,1,2,Transit,2016,6.67202,2.14,0.73,0.77,-0.29,112.467,2010s,Sub-Neptune,1.0547945205479452
1452,K2-62 c,K2-62,1,2,Transit,2016,16.1966,2.14,0.73,0.77,-0.29,112.467,2010s,Sub-Neptune,1.0547945205479452
1453,K2-65 b,K2-65,1,1,Transit,2016,12.6475,1.58,0.84,0.87,-0.34,72.2,2010s,Super-Earth,1.0357142857142858
1454,K2-66 b,K2-66,1,1,Transit,2016,5.06963,2.49,1.67,1.11,-0.047,513.877,2010s,Sub-Neptune,0.6646706586826349
1455,K2-68 b,K2-68,1,1,Transit,2016,8.05428,1.58,0.68,0.73,-0.21,168.652,2010s,Super-Earth,1.0735294117647058
1456,K2-7 b,K2-7,1,1,Transit,2015,28.67992,2.67,0.96,0.97,-0.07,738.553,2010s,Sub-Neptune,1.0104166666666667
1457,K2-70 b,K2-70,1,1,Transit,2016,13.97896,2.89,0.93,0.94,0.06,232.964,2010s,Sub-Neptune,1.010752688172043
1458,K2-73 b,K2-73,1,1,Transit,2016,7.49543,2.45,1.06,1.05,0.09,269.183,2010s,Sub-Neptune,0.9905660377358491
1459,K2-74 b,K2-74,1,1,Transit,2016,19.5666,2.31,0.98,0.96,-0.21,377.822,2010s,Sub-Neptune,0.9795918367346939
1460,K2-75 b,K2-75,1,2,Transit,2016,7.8142,2.67,1.56,1.16,0.3,561.93,2010s,Sub-Neptune,0.7435897435897435
1461,K2-75 c,K2-75,1,2,Transit,2016,18.311,2.77,1.56,1.16,0.3,561.93,2010s,Sub-Neptune,0.7435897435897435
1462,K2-77 b,K2-77,1,1,Transit,2016,8.199796,2.3,0.76,0.8,0.29,141.731,2010s,Sub-Neptune,1.0526315789473684
1463,K2-79 b,K2-79,1,1,Transit,2016,10.99573,3.69,1.28,1.06,0.2,256.011,2010s,Sub-Jovian,0.828125
1464,K2-8 b,K2-8,1,2,Transit,2015,10.35239,3.58,0.74,0.78,-0.02,403.513,2010s,Sub-Jovian,1.0540540540540542
1465,K2-8 c,K2-8,1,2,Transit,2016,5.06416,2.41,0.74,0.78,-0.02,403.513,2010s,Sub-Neptune,1.0540540540540542
1466,K2-80 b,K2-80,1,3,Transit,2016,19.0918,2.01,0.87,0.9,0.07,200.802,2010s,Sub-Neptune,1.0344827586206897
1467,K2-80 c,K2-80,1,3,Transit,2016,5.605,1.47,0.87,0.9,0.07,200.802,2010s,Super-Earth,1.0344827586206897
1468,K2-80 d,K2-80,1,3,Transit,2018,28.867253,2.552,0.84,0.91,0.07,200.802,2010s,Sub-Neptune,1.0833333333333335
1469,K2-84 b,K2-84,1,2,Transit,2016,6.4215,2.41,0.93,0.95,0.278,284.876,2010s,Sub-Neptune,1.021505376344086
1470,K2-84 c,K2-84,1,2,Transit,2016,27.86,2.03,0.93,0.95,0.278,284.876,2010s,Sub-Neptune,1.021505376344086
1471,K2-85 b,K2-85,1,1,Transit,2016,0.684559,1.2,0.68,0.68,-0.36,97.2179,2010s,Super-Earth,1.0
1472,K2-86 b,K2-86,1,1,Transit,2016,8.77683,1.96,0.76,0.79,-0.35,258.699,2010s,Sub-Neptune,1.0394736842105263
1473,K2-87 b,K2-87,1,1,Transit,2016,9.726618,7.6,1.4,1.16,0.328,491.242,2010s,Jovian,0.8285714285714285
1474,K2-9 b,K2-9,1,1,Transit,2015,18.4498,2.25,0.31,0.3,-0.25,82.9631,2010s,Sub-Neptune,0.9677419354838709
1475,K2-90 b,K2-90,1,2,Transit,2016,13.733314,2.6,0.62,0.63,-0.225,134.188,2010s,Sub-Neptune,1.0161290322580645
1476,K2-90 c,K2-90,1,2,Transit,2016,2.900706,1.3,0.63,0.7,-0.225,134.188,2010s,Super-Earth,1.111111111111111
1477,K2-95 b,K2-95,1,1,Transit,2016,10.1346454,3.31,0.4,0.41,0.1,179.854,2010s,Sub-Neptune,1.025
1478,K2-97 b,K2-97,1,1,Transit,2016,8.406726,10.61,4.47,1.2,0.33,878.43,2010s,Jovian,0.2684563758389262
1479,K2-98 b,K2-98,1,1,Transit,2016,10.136448,5.2,1.57,1.2,-0.06,518.625,2010s,Sub-Jovian,0.7643312101910827
1480,K2-99 b,K2-99,1,1,Transit,2016,18.251985,11.73,2.63,1.63,0.21,519.229,2010s,Jovian,0.6197718631178707
1481,KELT-1 b,KELT-1,1,1,Transit,2012,1.217514,12.442,1.46,1.32,0.131,268.43,2010s,Jovian,0.904109589041096
1482,KELT-10 b,KELT-10,1,1,Transit,2016,4.1662739,15.681,1.21,1.11,0.09,188.404,2010s,Jovian,0.9173553719008265
1483,KELT-11 b,KELT-11,1,1,Transit,2017,4.7361,15.132,2.69,1.44,0.17,99.1596,2010s,Jovian,0.5353159851301115
1484,KELT-12 b,KELT-12,1,1,Transit,2017,5.031623,19.952,2.37,1.59,0.19,368.03,2010s,Jovian,0.6708860759493671
1485,KELT-14 b,KELT-14,1,1,Transit,2016,1.7100566,19.537,1.52,1.24,0.32,250.121,2010s,Jovian,0.8157894736842105
1486,KELT-15 b,KELT-15,2,1,Transit,2016,3.32944,19.504,1.78,2.06,0.05,324.683,2010s,Jovian,1.1573033707865168
1487,KELT-16 b,KELT-16,2,1,Transit,2017,0.9689951,15.861,1.36,1.21,-0.002,444.586,2010s,Jovian,0.8897058823529411
1488,KELT-17 b,KELT-17,1,1,Transit,2016,3.0801716,17.094,1.65,1.64,-0.018,226.5,2010s,Jovian,0.9939393939393939
1489,KELT-18 b,KELT-18,2,1,Transit,2017,2.8717518,17.598,1.91,1.52,0.09,321.376,2010s,Jovian,0.7958115183246074
1490,KELT-19 A b,KELT-19 A,2,1,Transit,2017,4.6117093,21.409,1.83,1.62,-0.12,300.276,2010s,Jovian,0.8852459016393442
1491,KELT-2 A b,KELT-2 A,2,1,Transit,2012,4.11379,15.132,1.93,1.54,0.0,134.058,2010s,Jovian,0.7979274611398964
1492,KELT-20 b,KELT-20,1,1,Transit,2017,3.4741085,19.515,1.57,1.76,-0.29,136.426,2010s,Jovian,1.1210191082802548
1493,KELT-21 b,KELT-21,1,1,Transit,2018,3.6127647,17.777,1.64,1.46,-0.405,470.878,2010s,Jovian,0.8902439024390244
1494,KELT-23 A b,KELT-23 A,2,1,Transit,2019,2.255251,14.83,1.0,0.94,-0.105,126.261,2010s,Jovian,0.94
1495,KELT-24 b,KELT-24,1,1,Transit,2019,5.5514926,14.258,1.51,1.46,0.186,96.5173,2010s,Jovian,0.966887417218543
1496,KELT-3 b,KELT-3,2,1,Transit,2013,2.70339,17.486,1.7,1.96,0.05,210.252,2010s,Jovian,1.1529411764705881
1497,KELT-4 A b,KELT-4 A,3,1,Transit,2016,2.9895932,19.044,1.6,1.2,-0.116,218.05,2010s,Jovian,0.7499999999999999
1498,KELT-6 b,KELT-6,1,2,Transit,2014,7.8457,14.572,1.73,1.42,-0.28,240.726,2010s,Jovian,0.8208092485549132
1499,KELT-6 c,KELT-6,1,2,Radial Velocity,2015,1276.0,13.0,1.53,1.13,-0.27,240.726,2010s,Jovian,0.7385620915032679
1500,KELT-7 b,KELT-7,1,1,Transit,2015,2.73477,17.934,1.81,1.76,0.0,136.681,2010s,Jovian,0.9723756906077348
1501,KELT-8 b,KELT-8,1,1,Transit,2015,3.24406,18.159,1.46,0.81,0.27,197.572,2010s,Jovian,0.5547945205479452
1502,KELT-9 b,KELT-9,2,1,Transit,2017,1.4811235,21.196,2.36,2.52,-0.03,204.455,2010s,Jovian,1.0677966101694916
1503,KIC 10068024 b,KIC 10068024,1,1,Orbital Brightness Modulation,2021,2.073549,13.4,1.57,1.22,0.01,721.105,2020s,Jovian,0.7770700636942675
1504,KIC 10525077 b,KIC 10525077,1,1,Transit,2015,854.083,5.5,1.01,1.01,-0.04,1461.15,2010s,Sub-Jovian,1.0
1505,KIC 3558849 b,KIC 3558849,1,1,Transit,2015,1322.3,6.9,1.01,0.98,-0.42,1215.7,2010s,Jovian,0.9702970297029703
1506,KIC 5095269 b,KIC 5095269,2,1,Eclipse Timing Variations,2017,237.68977,12.6,1.17,1.21,-0.36,1188.54,2010s,Jovian,1.0341880341880343
1507,KIC 5437945 b,KIC 5437945,1,2,Transit,2015,440.7813,6.4,1.24,1.07,-0.38,1274.01,2010s,Jovian,0.8629032258064516
1508,KIC 5479689 b,KIC 5479689,1,1,Orbital Brightness Modulation,2021,1.701531,14.2,0.89,0.97,0.161,454.95,2020s,Jovian,1.0898876404494382
1509,KIC 5951458 b,KIC 5951458,2,1,Transit,2015,1320.1,6.6,1.52,0.98,-0.5,742.688,2010s,Jovian,0.6447368421052632
1510,KIC 7917485 b,KIC 7917485,1,1,Pulsation Timing Variations,2016,840.0,12.4,2.01,1.63,-0.02,1382.89,2010s,Jovian,0.8109452736318409
1511,KIC 8121913 b,KIC 8121913,1,1,Orbital Brightness Modulation,2021,3.294601,13.4,2.23,1.46,0.252,707.303,2020s,Jovian,0.6547085201793722
1512,KIC 8540376 b,KOI-7892,1,3,Transit,2015,31.8099,4.1,1.26,1.04,-0.16,1072.3,2010s,Sub-Jovian,0.8253968253968255
1513,KIC 8540376 c,KOI-7892,1,3,Transit,2015,75.2,2.4,1.26,1.04,-0.16,1072.3,2010s,Sub-Neptune,0.8253968253968255
1514,KIC 9663113 b,KIC 9663113,1,2,Transit,2015,572.3847,4.6,1.03,0.98,-0.28,1594.74,2010s,Sub-Jovian,0.9514563106796116
1515,KOI-12 b,KOI-12,1,2,Transit,2015,17.855182,13.787,1.4,1.5,0.081,399.398,2010s,Jovian,1.0714285714285714
1516,KOI-1257 b,KOI-1257,2,1,Transit,2014,86.647661,10.54,1.13,0.99,0.27,656.0,2010s,Jovian,0.8761061946902655
1517,KOI-13 b,KOI-13,3,1,Transit,2011,1.763588,16.948,1.74,1.72,0.2,519.096,2010s,Jovian,0.9885057471264368
1518,KOI-142 b,KOI-142,1,3,Transit,2013,10.91647,3.438,0.9,0.99,0.27,376.863,2010s,Sub-Neptune,1.0999999999999999
1519,KOI-142 c,KOI-142,1,3,Transit,2013,22.26492,14.0,0.9,0.99,0.27,376.863,2010s,Jovian,1.0999999999999999
1520,KOI-1599.01,KOI-1599,1,2,Transit,2019,20.4415,1.9,0.97,1.02,0.06,1131.64,2010s,Sub-Neptune,1.0515463917525774
1521,KOI-1599.02,KOI-1599,1,2,Transit,2019,13.6088,1.9,0.97,1.02,0.06,1131.64,2010s,Sub-Neptune,1.0515463917525774
1522,KOI-1783.01,KOI-1783,1,2,Transit,2020,134.4628,8.86,1.14,1.08,0.11,865.73,2020s,Jovian,0.9473684210526317
1523,KOI-1783.02,KOI-1783,1,2,Transit,2020,284.215,5.44,1.14,1.08,0.11,865.73,2020s,Sub-Jovian,0.9473684210526317
1524,KOI-1831 d,Kepler-324,1,4,Transit,2021,34.169,1.13,0.83,0.9,0.08,501.574,2020s,Super-Earth,1.0843373493975905
1525,KOI-1833 d,Kepler-968,1,3,Transit,2021,7.685,2.58,0.67,0.68,-0.58,290.324,2020s,Sub-Neptune,1.0149253731343284
1526,KOI-217 b,KOI-217,1,1,Transit,2010,3.90512,12.442,0.86,0.95,0.12,914.699,2010s,Jovian,1.1046511627906976
1527,KOI-3503 b,KOI-3503,1,2,Transit,2021,21.185,1.19,1.25,0.86,-0.543,887.064,2020s,Super-Earth,0.688
1528,KOI-3503 c,KOI-3503,1,2,Transit,2021,31.828,1.21,1.25,0.86,-0.543,887.064,2020s,Super-Earth,0.688
1529,KOI-351 b,KOI-351,1,8,Transit,2013,7.008151,1.31,1.2,1.2,-0.12,848.254,2010s,Super-Earth,1.0
1530,KOI-351 c,KOI-351,1,8,Transit,2013,8.719375,1.19,1.2,1.2,-0.12,848.254,2010s,Super-Earth,1.0
1531,KOI-351 d,KOI-351,1,8,Transit,2013,59.73667,2.87,1.2,1.2,-0.12,848.254,2010s,Sub-Neptune,1.0
1532,KOI-351 e,KOI-351,1,8,Transit,2013,91.93913,2.66,1.2,1.2,-0.12,848.254,2010s,Sub-Neptune,1.0
1533,KOI-351 f,KOI-351,1,8,Transit,2013,124.9144,2.88,1.2,1.2,-0.12,848.254,2010s,Sub-Neptune,1.0
1534,KOI-351 g,KOI-351,1,8,Transit,2013,210.60697,8.1,1.2,1.2,-0.12,848.254,2010s,Jovian,1.0
1535,KOI-351 h,KOI-351,1,8,Transit,2013,331.60059,11.3,1.2,1.2,-0.12,848.254,2010s,Jovian,1.0
1536,KOI-3680 b,KOI-3680,1,1,Transit,2018,141.241671,11.097,0.96,1.01,0.16,921.986,2010s,Jovian,1.0520833333333335
1537,KOI-4777.01,KOI-4777,1,1,Transit,2014,0.412,0.51,0.4,0.41,0.1,172.245,2010s,Terrestrial,1.025
1538,KOI-55 b,KOI-55,1,2,Orbital Brightness Modulation,2011,0.240104,0.759,0.2,0.5,-0.106,1231.02,2010s,Terrestrial,2.5
1539,KOI-55 c,KOI-55,1,2,Orbital Brightness Modulation,2011,0.342887,0.867,0.2,0.5,-0.106,1231.02,2010s,Terrestrial,2.5
